N     X           Y            Z
95   -1.031579    -0.544888    2.911864
96   -1.313016    2.560857    0.800306
97   -1.032487    2.403032    1.731817
98   -2.541979    -0.957076    0.253021
99   -2.088540    -1.212179    1.758688
100   -2.591697    -0.365596    1.733023
101   -2.872617    -0.207551    0.800213
102   -2.062313    1.725500    -0.477666
103   -1.048891    1.155352    2.887458
104   -2.545079    0.867471    -0.477889
105   -1.531530    0.297252    2.887655
106   -2.092061    2.091447    0.436063
107   -1.532102    1.776416    2.295436
108   -2.873787    0.702665    0.435825
109   -2.313634    0.387525    2.295841
110   -2.593670    1.459281    1.001291
111   -2.314190    1.302047    1.929321
112   1.065180    -0.599074    1.085245
113   0.518960    -0.291772    -0.728508
114   1.064782    1.182482    0.372054
115   -0.458188    -1.523649    0.372205
116   -0.458662    1.359253    -0.782109
117   0.425326    0.861924    2.153221
118   -1.399690    -0.313332    -0.782185
119   -0.515656    -0.810688    2.153300
120   -2.041419    -0.634246    0.999693
121   -2.043275    1.149541    0.284865
122   -1.495735    0.841497    2.103003
123   -0.516693    2.072357    0.999091
124   1.042343    -0.586058    -1.463398
125   1.872343    -1.053015    1.292663
126   1.871896    1.654224    0.208914
127   -0.442051    -2.458233    0.209000
128   -0.442212    1.922677    -1.545255
129   0.901096    1.166938    2.915270
130   -1.872283    -0.619580    -1.545632
131   -0.528805    -1.375417    2.915461
132   -0.529780    3.006777    1.161349
133   2.175977    -0.294995    -0.736805
134   2.457867    -0.453586    0.199218
135   2.457745    0.465877    -0.168856
136   1.124943    -2.135357    1.701477
137   0.097412    -1.557272    -1.710493
138   1.664036    -1.864579    0.199198
139   1.382159    -1.705994    -0.736795
140   1.381882    0.725928    -1.710438
141   2.409393    0.147855    1.701466
142   0.097254    -0.054173    -2.312391
143   1.585699    -0.891568    2.630068
144   1.663634    1.486794    -1.142485
145   2.409258    1.067310    1.333397
146   0.878103    -2.341873    -0.168857
147   1.124227    2.719413    -0.241992
148   1.585102    2.460127    1.288367
149   0.339033    -2.612703    1.333385
150   -0.406609    -2.193207    -1.142555
151   0.877757    1.577958    -1.738273
152   2.079608    0.901803    2.252535
153   0.309613    -2.244972    2.252635
154   -0.892353    -1.568750    -1.738554
155   -0.406782    0.797836    -2.340407
156   1.256083    -0.137687    3.181225
157   -0.892510    -0.065670    -2.340550
158   0.770419    -1.001229    3.181296
159   0.338481    2.810688    -0.837840
160   1.255605    2.294719    2.207516
161   0.308784    3.178923    0.081430
162   0.769662    2.919635    1.611800
163   -1.279314    -2.631749    1.288437
164   -1.740268    -2.372417    -0.242185
165   -2.225784    -1.748127    -0.838383
166   -1.308451    -2.264216    2.207669
167   -2.095653    -2.173756    1.611753
168   -2.556540    -1.914463    0.081356
169   -1.279658    2.793283    -0.883587
170   -0.077302    2.116843    3.108896
171   -1.740509    1.548445    -1.812898
172   -0.076932    0.612523    3.711098
173   -2.226372    0.684670    -1.813152
174   -0.562673    -0.251320    3.711247
175   -1.309346    3.161765    0.035878
176   -0.563319    2.742053    2.513097
177   -3.051139    -0.355744    -0.884592
178   -1.848267    -1.032476    3.109606
179   -1.849382    2.891788    1.539271
180   -2.850245    -1.107356    1.163117
181   -3.382248    -0.522158    0.034363
182   -2.635351    -0.942360    2.514474
183   -2.558318    1.440054    -1.262983
184   -1.067993    0.601603    3.685719
185   -2.097233    2.685577    -0.333223
186   -1.068347    2.106730    3.083244
187   -3.432536    0.079152    1.539505
188   -3.383677    0.399253    -0.334167
189   -2.354256    -0.179896    3.084078
190   -2.637826    2.415272    1.170844
191   -2.355270    2.256307    2.109087
192   -3.433640    1.001229    1.170757
193   -3.150992    0.842212    2.109307
194   0.583936    -2.169188    -1.099998
195   1.148360    -2.486732    0.774200
196   2.157675    -1.213473    -0.363020
197   2.721900    0.310115    0.774264
198   2.157438    0.627680    -1.100066
199   0.583715    0.810186    -2.293019
200   2.061708    -0.021328    2.614735
201   -0.388858    -0.918715    -2.293243
202   1.089239    -1.750288    2.614855
203   1.147893    2.333791    -1.155704
204   2.061415    1.819848    1.877693
205   1.088391    3.070987    0.684909
206   -0.484365    -2.706240    1.877792
207   -1.398036    -2.192212    -1.156097
208   -1.398174    0.787263    -2.349502
209   0.429267    -0.240849    3.718612
210   -0.484948    3.253921    -0.508190
211   0.428638    2.739941    2.525418
212   -2.060485    -2.523446    0.685351
213   -2.853717    1.606038    0.074551
214   -2.020074    1.137033    2.842708
215   -3.031940    -1.274557    -0.508959
216   -2.118056    -1.788705    2.525640
217   -2.060147    2.298831    -1.246994
218   -0.580860    1.466590    3.665055
219   -3.033546    0.568392    -1.247628
220   -1.553941    -0.264028    3.665479
221   0.596184    -0.904208    -2.257552
222   2.383309    -0.771041    2.061109
223   1.082743    -0.039347    -2.257488
224   1.926458    -2.004407    1.140363
225   1.896782    -1.635921    2.061154
226   1.082904    -1.529825    -1.660707
227   1.896081    2.606334    0.362944
228   1.870076    -0.130646    -1.660748
229   2.713655    -0.605242    1.140400
230   1.870192    -1.051723    -1.292014
231   2.431380    -1.367448    0.571441
232   2.382892    1.980508    0.959635
233   1.925898    2.237610    -0.557836
234   2.713397    1.225252    0.407630
235   2.431011    1.384121    -0.530047
236   0.079439    -2.795784    -0.529994
237   0.361791    -2.954634    0.407568
238   -1.243162    -2.973059    0.363033
239   0.079292    1.656884    -2.313057
240   1.726992    0.729895    3.158216
241   -0.912157    -2.807287    -0.557992
242   -0.455109    -3.064420    0.959655
243   -2.119746    3.037065    0.594954
244   -1.554589    2.719110    2.471588
245   0.361550    2.419158    -1.744039
246   1.726836    1.651054    2.789463
247   -1.374213    -0.927133    -2.313509
248   0.273688    -1.854237    3.158434
249   -0.513511    -2.332500    2.789683
250   -1.879043    -1.564256    -1.744637
251   0.272769    3.521125    1.006802
252   0.910038    2.111249    3.113534
253   -0.455312    2.879389    -1.420181
254   -0.912130    1.645514    -2.341306
255   0.910383    0.620175    3.710445
256   -1.879204    -0.073787    -2.341685
257   -0.056519    -1.099223    3.710636
258   -0.514357    3.612713    0.409997
259   -0.057341    3.355597    1.927541
260   -2.696450    -1.105056    -1.420951
261   -1.330766    -1.873386    3.113873
262   -1.242919    2.401324    -1.789495
263   0.405188    1.474106    3.683130
264   -2.696819    -0.183439    -1.790224
265   -1.048365    -1.110854    3.683553
266   -1.331746    3.503911    0.961895
267   -1.049155    3.344926    1.900252
268   -2.872261    -2.058201    1.008647
269   -3.696965    0.236406    0.593767
270   -3.130913    -0.082053    2.473372
271   -3.132130    1.762600    1.734260
272   -3.354242    -1.437046    0.410078
273   -2.897446    -1.694038    1.926892
274   -1.242528    0.698727    0.492133
275   -0.977362    0.549546    1.372630
276   -1.241685    -0.165470    0.838274
277   -0.474097    -0.597100    0.533981
278   -0.503019    1.146239    0.838062
279   -0.474606    0.800677    -0.025634
280   -0.045989    0.559539    1.397615
281   -0.930863    -0.010072    -0.025537
282   -0.502279    -0.251194    1.397609
283   0.264527    0.714923    0.533837
284   0.264925    -0.149050    0.879710
285   -3.693203    -0.681084    0.959301
286   -3.408083    -0.841492    1.906056
287   -2.875611    2.189429    -0.696246
288   -1.570498    1.455178    3.637452
289   -3.363413    1.322365    -0.696617
290   -2.058101    0.588001    3.637741
291   -2.905456    2.559312    0.226672
292   -2.058376    2.082748    3.039445
293   -3.695354    1.155897    0.226117
294   -2.847920    0.679134    3.040067
295   -3.412235    1.920368    0.797262
296   -2.848299    1.603099    2.669842
297   -0.425826    -3.406324    0.043480
298   1.573126    -0.884559    -2.208914
299   2.691041    -1.513496    1.503183
300   2.690507    2.132903    0.043487
301   -0.425736    2.494405    -2.319450
302   1.383590    1.476486    3.688511
303   -2.352015    -0.930246    -2.320145
304   -0.542383    -1.948339    3.688832
305   -0.543289    3.954997    1.326072
306   -3.683964    -1.580086    1.334101
307   0.119526    -2.514744    -1.899551
308   1.157912    -3.098937    1.548465
309   2.211652    1.204296    -1.899441
310   3.250012    0.620119    1.548487
311   3.014086    -0.756790    -0.543556
312   3.298947    0.012419    0.030620
313   3.013968    0.172748    -0.915667
314   1.417213    1.296404    -2.501729
315   2.916771    0.452759    2.477631
316   1.702054    2.065640    -1.927533
317   2.916629    1.382326    2.105521
318   1.417532    -2.664978    -0.915666
319   1.702499    -2.825300    0.030582
320   2.212033    -2.182473    -0.543568
321   1.128173    -2.727176    2.477718
322   -0.371501    -1.883464    -2.502028
323   0.333736    -3.209799    2.105587
324   -0.880975    -2.526406    -1.927922
325   0.119442    0.508063    -3.110085
326   2.084757    -0.597617    3.415848
327   -0.371560    -0.364841    -3.110221
328   1.593814    -1.470554    3.415906
329   1.157323    3.311138    -1.017707
330   2.084164    2.789702    2.059914
331   1.127340    3.683342    -0.088458
332   1.592974    3.421378    1.457704
333   -0.881038    0.496427    -3.138640
334   1.260699    -0.708507    3.973111
335   0.333107    3.775675    -0.690837
336   1.259976    3.254223    2.386876
337   -2.228023    -2.707928    -1.018481
338   -1.300921    -3.229513    2.060007
339   -3.052503    -2.245015    -0.692200
340   -2.125162    -2.766734    2.387085
341   -2.561736    -2.876092    -0.089181
342   -2.095912    -3.138162    1.457608
343   -2.228257    1.254549    -2.606180
344   -0.085601    0.049099    4.508624
345   -1.301210    3.758455    -0.737218
346   -0.086130    3.074856    3.297518
347   -3.886962    -0.838693    -0.739524
348   -2.670735    -1.522938    3.299018
349   -2.561644    2.017674    -2.050675
350   -0.594293    0.910850    4.482015
351   -2.095448    3.276842    -1.110813
352   -0.594556    2.432446    3.872975
353   -3.053405    1.143362    -2.051026
354   -1.085885    0.036444    4.482225
355   -2.125443    3.649875    -0.180274
356   -1.086374    3.065299    3.270008
357   -3.887630    0.090840    -1.112319
358   -2.385968    -0.753990    3.874026
359   -2.671770    3.377013    1.339852
360   -2.386975    3.216789    2.285529
361   0.625357    -1.866243    -2.464773
362   1.945023    -2.608684    1.917250
363   1.920092    0.435306    -2.464685
364   3.239731    -0.307117    1.917242
365   0.361450    -3.570562    1.175508
366   -0.390198    -3.147687    -1.320376
367   2.487850    1.968528    -1.320215
368   3.239463    1.545674    1.175556
369   2.720521    -0.593816    -1.483211
370   0.625274    -0.351147    -3.071471
371   2.409518    -1.354957    2.853207
372   3.288544    -0.913385    0.402934
373   3.288302    0.939391    -0.338757
374   2.488355    -2.335726    0.402906
375   1.920346    -2.016165    -1.483203
376   1.944270    3.211020    -0.412478
377   2.408814    2.949669    1.130063
378   0.904750    -3.297493    -0.338791
379   0.904465    2.152173    -2.520811
380   2.575391    1.212118    3.027586
381   0.302278    -2.829692    3.027786
382   -1.368885    -1.889500    -2.521399
383   -0.390198    1.365644    -3.127925
384   1.745478    0.164120    3.963702
385   0.361130    3.394873    -1.613167
386   1.745016    2.616305    2.982097
387   -1.368942    -0.374430    -3.128270
388   0.766886    -1.576039    3.963857
389   0.301417    4.136959    0.239132
390   0.765973    3.875602    1.781713
391   -2.712809    -2.070599    -1.614229
392   -1.328501    -2.849407    2.982439
393   -1.269544    -3.589988    1.129992
394   -1.734184    -3.328583    -0.412868
395   -1.269421    3.377194    -1.659813
396   0.402166    2.436767    3.890780
397   -1.733968    2.122487    -2.596418
398   0.402466    0.920539    4.497721
399   -2.713287    0.381370    -2.596946
400   -0.576606    -0.820719    4.498015
401   -1.329160    4.119952    0.193376
402   -0.577315    3.696967    2.689916
403   -3.544413    -0.667520    -1.661291
404   -1.872118    -1.608347    3.891648
405   -1.872980    3.848196    1.708420
406   -4.222491    -0.076786    -0.182669
407   -3.182061    -0.662129    3.272132
408   -2.912773    -2.668638    1.781985
409   -3.377963    -2.406923    0.237295
410   -4.273389    0.531574    1.339511
411   -3.988283    0.371174    2.286221
412   -3.183616    2.733769    1.914309
413   -3.988881    1.302846    1.914380
414   -4.212277    -1.003539    0.190306
415   -3.458673    -1.427514    2.692687
416   0.608967    -3.124844    -1.278705
417   1.178369    -3.445188    0.612026
418   1.116313    -2.484723    -1.850417
419   1.969478    -2.964712    0.982565
420   3.556737    -0.143337    0.982622
421   2.703548    0.336665    -1.850438
422   3.556612    0.782242    0.612104
423   2.987185    1.102600    -1.278710
424   2.890835    -0.477790    2.839111
425   1.116149    0.520643    -3.053831
426   2.703783    -1.520656    -1.106906
427   2.987546    -1.680301    -0.164656
428   1.968928    2.823665    -1.334739
429   2.890400    2.305250    1.725056
430   0.608837    1.378316    -3.081957
431   2.559052    0.281133    3.393833
432   1.909024    3.567224    0.521848
433   0.135151    -1.223327    -3.054050
434   1.909931    -2.221813    2.839200
435   1.178002    2.915455    -1.934554
436   2.558744    2.138657    2.650268
437   -0.498095    -3.296729    2.650450
438   -1.879112    -2.519774    -1.935286
439   -0.468572    -3.666796    1.725090
440   -1.390207    -3.148288    -1.335241
441   -0.861111    -1.234967    -3.082403
442   1.089298    -2.332262    3.394033
443   1.088330    4.029814    0.847379
444   -2.057212    -3.482881    0.521810
445   -1.879257    0.485843    -3.139249
446   0.423595    -0.809734    4.507493
447   0.912533    0.059770    4.507389
448   -1.390224    1.355292    -3.139038
449   0.911969    3.066697    3.303756
450   -0.468945    3.843593    -1.281636
451   0.422831    3.695973    2.704030
452   -0.498764    4.214459    -0.356172
453   -3.527032    -1.594256    -1.283374
454   -2.145383    -2.371567    3.304465
455   -2.878468    -3.020915    0.847405
456   -2.056215    2.879974    -2.027515
457   -0.104616    1.782013    4.452872
458   -3.527889    0.263519    -2.028497
459   -1.575815    -0.834710    4.453465
460   -2.146132    3.996192    0.757248
461   -1.576587    3.675768    2.648453
462   -3.858740    -1.762246    -0.359183
463   -2.935930    -2.281417    2.705058
464   -4.263228    -0.399302    1.708608
465   -2.915658    3.162608    -0.551430
466   -1.593256    2.418631    3.839670
467   -3.381816    1.903614    -1.491082
468   -1.593060    0.897266    4.448577
469   -4.215908    0.851624    -0.552700
470   -2.892808    0.107252    3.840724
471   -2.893493    2.569496    2.855863
472   -3.462097    2.889391    0.967783
473   -4.266342    1.460296    0.967581
474   -3.697590    1.140318    2.856152
475   -3.689291    2.076544    -0.141577
476   -2.561067    1.441809    3.604751
477   -4.532744    -0.238646    0.754513
478   -3.961061    -0.560274    2.652816
479   0.098534    -3.755502    -0.701409
480   0.382533    -3.915278    0.241621
481   2.753824    -2.475128    1.352279
482   1.619265    -1.836828    -2.415085
483   2.410956    -0.429550    -2.415101
484   3.545531    -1.067860    1.352316
485   3.545142    1.706481    0.241719
486   3.261121    1.866271    -0.701389
487   3.213343    -1.234685    2.278289
488   1.619154    -0.337799    -3.015301
489   2.411053    -1.355951    -2.044250
490   3.261617    -1.834477    0.780091
491   2.753190    2.724699    -0.729298
492   3.212791    2.466130    0.796830
493   2.723291    3.095508    0.196705
494   1.129878    -1.207609    -3.015362
495   2.724088    -2.104507    2.278296
496   -1.231311    -3.934126    0.196631
497   0.098478    2.233048    -3.099512
498   2.218757    1.040188    3.940987
499   0.382372    2.999774    -2.527183
500   2.218596    1.966722    3.570096
501   -0.439026    -4.025840    0.796745
502   -0.898671    -3.767246    -0.729525
503   -0.527566    -2.916623    3.570380
504   -2.364136    -1.883374    -2.528048
505   -1.856471    -1.242471    -3.100192
506   0.264115    -2.435506    3.941324
507   0.263136    4.481995    1.172502
508   -2.878244    2.772348    -1.475828
509   -1.100097    1.771971    4.428600
510   -3.862675    1.022088    -1.476654
511   -2.084125    0.021482    4.429111
512   -2.364227    -0.384208    -3.128641
513   -0.067814    -1.676162    4.496716
514   1.397571    0.929777    4.496427
515   -0.898571    2.221577    -3.128034
516   1.397265    2.429608    3.896042
517   -0.439053    3.462713    -2.201546
518   -0.068755    4.315553    2.098559
519   -0.528427    4.574163    0.572194
520   -2.084654    3.038784    3.221731
521   -2.938402    3.519099    0.386817
522   -3.186231    -1.421655    -2.202830
523   -1.349344    -2.455081    3.896650
524   -1.230740    2.981915    -2.573367
525   0.890096    1.788742    4.468978
526   -1.065131    -1.688507    4.469540
527   -3.186441    -0.495066    -2.574378
528   -1.066024    4.305244    2.070869
529   -1.350139    4.465086    1.127452
530   -4.533203    0.686843    0.385318
531   -3.678424    0.205947    3.223656
532   -3.962443    2.230051    1.536853
533   -3.679067    2.070624    2.477820
534   -3.692857    -2.549959    1.172455
535   -4.182864    -1.924871    0.567329
536   -3.720881    -2.184781    2.101368
