N     X           Y            Z
392   -1.329782    -2.849436    2.982404
393   -0.391263    1.365454    -3.127769
394   1.744997    0.163903    3.963984
395   -1.370105    -0.374746    -3.127752
396   0.766155    -1.576298    3.964001
397   0.300757    4.136911    0.239314
398   0.765445    3.875545    1.781942
399   -3.379169    -2.405314    0.239379
400   -2.914481    -2.666680    1.782006
401   -1.735116    2.122090    -2.595973
402   -2.714581    0.380783    -2.595956
403   0.401796    0.920172    4.497944
404   -0.577669    -0.821135    4.497961
405   -1.270367    3.376945    -1.659561
406   0.401665    2.436501    3.891094
407   -1.873582    -1.608466    3.891133
408   -3.545615    -0.668023    -1.659521
409   -0.577852    3.696763    2.690229
410   -1.329893    4.119752    0.193676
411   -3.459267    -1.425855    2.690280
412   -4.211308    -1.002866    0.193727
413   -1.873615    3.847921    1.708785
414   -4.261347    -0.397020    1.708827
415   -3.184286    2.733179    1.914730
416   -3.989331    1.301960    1.914744
417   2.703420    -1.520640    -1.106990
418   2.987275    -1.680296    -0.164675
419   3.556477    -0.143303    0.982669
420   2.703016    0.336731    -1.850567
421   1.969374    -2.964881    0.982695
422   1.115914    -2.484847    -1.850542
423   3.556293    0.782319    0.612117
424   2.986687    1.102697    -1.278806
425   1.178248    -3.445408    0.612156
426   0.608643    -3.125030    -1.278767
427   2.889988    2.305249    1.725171
428   1.968244    2.823688    -1.334747
429   -0.469239    -3.666836    1.725228
430   -1.390983    -3.148396    -1.334689
431   0.134283    -1.223487    -3.053872
432   2.890519    -0.477909    2.839325
433   1.115297    0.520575    -3.053889
434   1.909504    -2.221972    2.839341
435   2.558322    2.138577    2.650455
436   1.177180    2.915407    -1.934528
437   -1.880173    -2.519999    -1.934475
438   -0.499031    -3.296831    2.650507
439   1.908494    3.567264    0.521943
440   -2.057448    -3.483447    0.522011
441   0.607876    1.378213    -3.081950
442   -0.862153    -1.235225    -3.081925
443   2.558664    0.280982    3.394090
444   1.088635    -2.332458    3.394114
445   1.087755    4.029798    0.847542
446   -2.878936    -3.022241    0.847612
447   0.911842    0.059470    4.507583
448   -1.391426    1.354956    -3.138587
449   -1.880522    0.485435    -3.138579
450   0.422746    -0.810051    4.507591
451   -0.469813    3.843439    -1.281455
452   0.911484    3.066521    3.304045
453   -3.528544    -1.594414    -1.281402
454   -2.147246    -2.371332    3.304099
455   -0.499534    4.214318    -0.355953
456   0.422313    3.695821    2.704309
457   -3.860920    -1.761600    -0.355893
458   -2.939073    -2.280097    2.704368
459   -1.577127    -0.835158    4.453118
460   -2.057270    2.879510    -2.027066
461   -0.105242    1.781580    4.453093
462   -3.529156    0.262771    -2.027040
463   -2.146833    3.995849    0.757640
464   -4.529656    -0.240364    0.757683
465   -1.577165    3.675436    2.648771
466   -3.959988    -0.560777    2.648813
467   -1.594019    0.896672    4.448469
468   -3.382893    1.902834    -1.490064
469   -2.916431    3.162087    -0.550896
470   -2.894161    0.106359    3.839884
471   -4.216796    0.850281    -0.550873
472   -1.593797    2.418164    3.839862
473   -2.894096    2.568890    2.856178
474   -3.462789    2.888754    0.968285
475   -3.698226    1.139295    2.856192
476   -4.266919    1.459160    0.968299
477   -2.561789    1.441024    3.604705
478   -3.690039    2.075614    -0.140751
479   2.410585    -1.355932    -2.044374
480   3.261412    -1.834486    0.780124
481   3.260637    1.866388    -0.701451
482   2.410385    -0.429507    -2.415252
483   3.544746    1.706590    0.241708
484   0.382376    -3.915522    0.241761
485   3.545319    -1.067858    1.352395
486   2.753697    -2.475216    1.352407
487   0.098267    -3.755723    -0.701399
488   1.618764    -1.836864    -2.415240
489   3.212355    2.466202    0.796883
490   2.752611    2.724787    -0.729329
491   -0.439389    -4.025925    0.796945
492   -0.899133    -3.767340    -0.729267
493   1.129136    -1.207675    -3.015407
494   3.213096    -1.234764    2.278454
495   2.723816    -2.104613    2.278462
496   1.618416    -0.337826    -3.015416
497   2.722792    3.095592    0.196735
498   -1.231497    -3.934402    0.196803
499   0.381413    2.999653    -2.527094
500   2.218150    1.966571    3.570332
501   -2.365418    -1.883703    -2.527046
502   -0.528681    -2.916787    3.570379
503   0.097414    2.232905    -3.099428
504   -1.857649    -1.242834    -3.099394
505   2.218296    1.040004    3.941275
506   0.263232    -2.435737    3.941307
507   -2.085432    0.020896    4.428730
508   -1.100781    1.771421    4.428714
509   -2.879222    2.771716    -1.475186
510   -3.863873    1.021190    -1.475169
511   0.262519    4.481914    1.172731
512   -3.693855    -2.551782    1.172801
513   1.396991    0.929496    4.496689
514   -0.899733    2.221301    -3.127757
515   -2.365554    -0.384656    -3.127731
516   -0.068830    -1.676462    4.496714
517   -0.440051    3.462535    -2.201389
518   1.396778    2.429400    3.896344
519   -3.187579    -1.422058    -2.201341
520   -1.350749    -2.455193    3.896391
521   -2.939110    3.518573    0.387308
522   -4.533214    0.684554    0.387337
523   -2.085216    3.038295    3.221987
524   -3.679320    0.204276    3.222015
525   -0.529131    4.574023    0.572447
526   -0.069333    4.315407    2.098844
527   -4.183683    -1.923088    0.572512
528   -3.723883    -2.181704    2.098909
529   -1.231845    2.981607    -2.573071
530   -1.066394    -1.688834    4.469291
531   0.889526    1.788429    4.469257
532   -3.187767    -0.495656    -2.573037
533   -1.350821    4.464866    1.127780
534   -1.066635    4.305024    2.071195
535   -4.517099    -1.164184    1.127837
536   -4.232912    -1.324026    2.071251
537   -3.963137    2.229246    1.537328
538   -3.679713    2.069833    2.478213
