N     X           Y            Z
271   -0.412991    -3.408342    -0.041844
272   1.390530    1.471231    -3.684559
273   -0.415618    2.483774    2.327812
274   -0.529595    -1.953883    -3.684552
275   -2.335743    -0.941342    2.327820
276   -2.896136    -1.710048    -1.928096
277   -0.052229    3.362904    -1.928106
278   -3.354983    -1.452815    -0.400669
279   -0.511076    3.620138    -0.400680
280   -1.559116    1.445572    -3.644667
281   -2.046691    0.575839    -3.644665
282   -3.357809    1.310863    0.719835
283   -2.870235    2.180597    0.719833
284   -2.134148    3.062775    -0.573044
285   -3.726340    0.222628    -0.573038
286   -3.148605    -0.101256    -2.496224
287   -1.556414    2.738892    -2.496229
288   -3.463064    0.068847    -1.543693
289   -1.865596    2.918407    -1.543699
290   2.217916    1.200191    1.898858
291   0.133330    -2.518291    1.898865
292   3.252645    0.620112    -1.545582
293   1.168058    -3.098368    -1.545575
294   1.602732    -1.472192    -3.410304
295   2.092148    -0.599173    -3.410305
296   0.132821    0.499243    3.111973
297   -0.356595    -0.373777    3.111975
298   3.018744    0.171988    0.914540
299   3.302570    0.012873    -0.030268
300   1.428318    -2.665011    0.914545
301   1.712144    -2.824126    -0.030263
302   2.920755    0.452070    -2.473538
303   -0.356542    -1.889569    2.502377
304   1.425965    1.290064    2.502371
305   1.138248    -2.727560    -2.473533
306   3.019713    -0.756253    0.542722
307   2.220702    -2.181526    0.542724
308   1.270883    -0.712465    -3.967107
309   -0.865243    0.485066    3.143707
310   2.919947    1.380377    -2.101835
311   -0.865155    -2.532294    1.929545
312   1.708901    2.059302    1.929536
313   0.345890    -3.211216    -2.101826
314   -0.072098    0.040411    -4.505940
315   -2.212844    1.240532    2.620255
316   1.164339    3.304173    1.024014
317   2.089491    2.785523    -2.055666
318   -2.211280    -2.717247    1.024027
319   -1.286128    -3.235895    -2.055654
320   -3.178912    0.838929    -2.124956
321   -2.374294    2.274204    -2.124959
322   -3.467304    1.000604    -1.164948
323   -2.662685    2.435879    -1.164951
324   -1.339851    3.531239    -0.952661
325   -1.051796    3.369753    -1.911550
326   -3.711560    -0.699408    -0.952652
327   -3.423505    -0.860894    -1.911542
328   -2.058960    2.089355    -3.061198
329   -2.917811    2.570834    -0.202223
330   -3.715544    1.147841    -0.202220
331   -2.856693    0.666361    -3.061195
332   1.598240    3.417312    -1.452985
333   -2.546452    -2.885742    0.095060
334   -2.081415    -3.146445    -1.452971
335   1.133204    3.678017    0.095046
336   -0.581094    0.898779    -4.483227
337   -1.069939    0.026779    -4.483226
338   -3.038717    1.130493    2.070516
339   -2.549872    2.002493    2.070514
340   1.269493    3.248876    -2.382730
341   -2.109248    -2.778113    -2.382717
342   -3.035850    -2.258652    0.701790
343   0.342892    3.768338    0.701776
344   1.928568    0.431195    2.463089
345   1.953299    -2.607370    -1.914019
346   0.638392    -1.870222    2.463093
347   3.243477    -0.305955    -1.914023
348   2.416276    -1.354572    -2.848528
349   0.638056    -0.357687    3.070873
350   3.293335    -0.911794    -0.402233
351   1.930395    -2.016632    1.481092
352   2.727575    -0.594624    1.481090
353   2.496156    -2.333802    -0.402231
354   0.916708    -3.297600    0.338955
355   3.291470    0.938494    0.338948
356   -0.376016    1.354379    3.133524
357   0.778758    -1.580153    -3.958070
358   1.754338    0.160083    -3.958073
359   -1.351595    -0.385859    3.133529
360   2.492504    1.964429    1.321049
361   3.241712    1.544415    -1.172937
362   -0.375374    -3.151285    1.321059
363   0.373833    -3.571297    -1.172928
364   2.580743    1.209111    -3.023150
365   -1.351635    -1.898149    2.524867
366   0.914092    2.143452    2.524859
367   0.315016    -2.832487    -3.023142
368   0.414455    0.911085    -4.495323
369   -0.561007    -0.828942    -4.495320
370   -1.720338    2.107870    2.611054
371   -2.695800    0.367841    2.611059
372   2.411845    2.946203    -1.126276
373   -1.718461    -3.334913    0.416479
374   1.948397    3.206016    0.416465
375   -1.255013    -3.594726    -1.126262
376   -1.312426    -2.857575    -2.978020
377   0.370927    3.385384    1.622746
378   -2.694523    -2.082760    1.622758
379   1.753025    2.610566    -2.978031
380   0.416556    2.426416    -3.892277
381   -1.852635    -1.621360    -3.892269
382   -3.526799    -0.682810    1.680751
383   -1.257608    3.364969    1.680742
384   -0.575190    2.417733    -3.882441
385   -2.362673    -0.770773    -3.882435
386   -3.872322    0.075548    1.142940
387   -2.084838    3.264056    1.142933
388   -0.066448    3.064296    -3.303814
389   -2.648814    -1.542124    -3.303804
390   -3.871280    -0.856800    0.765583
391   -1.288912    3.749621    0.765573
392   2.710569    0.334526    1.848710
393   1.128868    -2.486909    1.848715
394   1.978869    -2.963427    -0.980798
395   3.560571    -0.141993    -0.980803
396   2.992317    1.100480    1.278146
397   0.622437    -3.126907    1.278154
398   1.189807    -3.444980    -0.610531
399   3.559689    0.782406    -0.610538
400   1.127681    0.514255    3.054311
401   1.918863    -2.222147    -2.835041
402   2.896876    -0.477572    -2.835044
403   0.149669    -1.230322    3.054315
404   2.995107    -1.679060    0.164432
405   2.712424    -1.520585    1.105440
406   -1.374207    1.341666    3.149514
407   -1.861559    0.472328    3.149517
408   0.437291    -0.816427    -4.502978
409   0.924643    0.052911    -4.502980
410   2.565977    0.279347    -3.389348
411   1.100490    -2.334785    -3.389343
412   0.620919    1.369765    3.085429
413   -0.844567    -1.244369    3.085434
414   2.564502    2.135015    -2.646413
415   1.186571    2.907496    1.940492
416   -1.861274    -2.529244    1.940504
417   -0.483344    -3.301723    -2.646402
418   1.974956    2.818098    1.338535
419   2.894280    2.302716    -1.721742
420   -1.373669    -3.155170    1.338548
421   -0.454346    -3.670551    -1.721730
422   -3.160504    1.771783    -1.739593
423   1.912978    3.563173    -0.517183
424   -2.041632    -3.491047    -0.517168
425   -2.127090    -2.386363    -3.302211
426   0.925981    3.059698    -3.302222
427   -3.509244    -1.611516    1.298755
428   -0.456172    3.834546    1.298743
429   -2.862090    1.604489    -2.692540
430   -3.437205    1.926904    -0.778073
431   -0.090354    1.768908    -4.456883
432   -1.556199    -0.845861    -4.456877
433   -3.511301    0.250185    2.051340
434   -2.045456    2.864956    2.051334
435   0.774038    3.875547    -1.778589
436   -2.902363    -2.682406    -1.778575
437   -3.367851    -2.421450    -0.229044
438   0.308551    4.136504    -0.229059
439   -1.579898    0.885686    -4.454186
440   -3.373105    1.890974    1.515109
441   -3.159963    -0.689103    -3.292148
442   -1.060850    3.055289    -3.292156
443   -2.117421    3.647613    0.225000
444   -4.216535    -0.096780    0.225008
445   1.631275    -1.839316    2.412619
446   3.550634    -1.065665    -1.350271
447   2.420242    -0.431958    2.412616
448   2.761667    -2.473023    -1.350269
449   3.264803    1.864280    0.701932
450   0.396015    -3.916535    -0.240137
451   0.113009    -3.757880    0.701942
452   3.547809    1.705624    -0.240147
453   1.630629    -0.342435    3.013678
454   2.731651    -2.103060    -2.274934
455   3.219357    -1.233090    -2.274935
456   1.142923    -1.212405    3.013680
457   3.268519    -1.832337    -0.779299
458   2.420971    -1.357194    2.042048
459   2.226727    1.036511    -3.936740
460   0.277551    -2.440424    -3.936733
461   0.110888    2.222669    3.106540
462   -1.838288    -1.254268    3.106548
463   -0.884098    2.208017    3.138983
464   -2.344924    -0.397803    3.138990
465   -0.052445    -1.682986    -4.492300
466   1.408381    0.922833    -4.492306
467   -2.344801    -1.895313    2.535789
468   2.226507    1.961630    -3.566047
469   0.393487    2.989239    2.535778
470   -0.511780    -2.922919    -3.566037
471   2.757185    2.721090    0.731591
472   3.215528    2.464139    -0.794155
473   -0.882784    -3.771876    0.731604
474   -0.424442    -4.028826    -0.794142
475   2.726135    3.092269    -0.193601
476   -1.215638    -3.939053    -0.193586
477   1.095645    4.028097    -0.841012
478   -2.864704    -3.036359    -0.840996
479   -1.331848    -2.465480    -3.893588
480   1.408394    2.422557    -3.893598
481   -3.167104    -1.436621    2.215678
482   -0.426861    3.451419    2.215667
483   0.902411    1.779637    -4.468062
484   -1.047373    -1.698384    -4.468055
485   -3.167692    -0.509717    2.590140
486   -1.217907    2.968307    2.590132
487   0.439823    3.691249    -2.705937
488   -2.919519    -2.301134    -2.705925
489   -3.845836    -1.781833    0.377635
490   -0.486494    4.210552    0.377622
491   -2.063480    0.008307    -4.439241
492   -1.083718    1.756003    -4.439245
493   -3.849997    1.009844    1.507784
494   -2.870235    2.757541    1.507780
495   -0.528517    3.987410    -1.322065
496   -3.677404    -1.629564    -1.322053
497   -2.542031    1.425062    -3.631775
498   -3.689487    2.068336    0.187921
499   -1.569927    2.404589    -3.860293
500   -2.870466    0.084692    -3.860288
501   -2.908368    3.154931    0.595160
502   -4.208907    0.835033    0.595165
503   -3.440864    -1.452133    -2.705443
504   -1.321615    4.121987    -0.158413
505   -0.556471    3.693040    -2.705454
506   -4.206009    -1.023187    -0.158402
